Ride_ID,Timestamp,Pickup_Location,Dropoff_Location,Distance_km,Fare,Ride_Type,Passenger_Count,Payment_Method
adf60d0b-e071-4e8c-8c54-812aeab9dd09,2025-02-28 13:00:47,West Michaela,East Manuelport,19.29,86.86,UberXL,1,PayPal
d02c1620-79e4-4a85-9b90-6e4151d655a6,2025-01-07 08:41:29,East Jerry,Port Nicole,1.54,31.0,UberComfort,4,Cash
f90e5722-7d75-41b2-9c0c-eb6fad12d593,2025-03-08 18:48:19,East Coreyton,New Douglas,5.56,65.89,UberComfort,3,Credit Card
d650e827-97d4-4264-b895-9e2911b08545,2025-03-29 02:32:14,Jeffreychester,North Kathleentown,27.99,67.3,UberXL,3,Credit Card
80de4f9a-8716-4f00-9e4f-75dd7ada1f3f,2025-02-18 11:19:09,Taylorburgh,New Laurie,9.96,59.43,UberComfort,3,PayPal
3430f2ae-2739-4739-b6d1-55b3fd55e791,2025-03-14 23:34:32,Houstonton,Michelleborough,2.47,93.91,UberXL,3,Credit Card
2e62c4a3-11ab-4235-9d45-2144fa9893cd,2025-01-02 14:22:53,South Taraview,Kiaratown,19.52,93.63,UberComfort,2,Credit Card
237c730f-965b-4cce-b03f-1a281a6cc90c,2025-01-15 18:54:57,Donnaside,Samanthaland,19.89,29.78,UberX,3,Cash
3e12cea7-800b-4af7-9b3d-ccc409a7d8fe,2025-03-11 07:47:24,East James,West Justinside,24.42,18.89,UberBlack,1,Cash
b42ad036-b679-4a50-ae1f-7a417c22006c,2025-03-03 22:59:48,Lake Elainestad,Jamesburgh,27.99,42.49,UberXL,2,PayPal
6cb3e7dd-91d7-4453-b722-38f7c8802343,2025-03-17 14:50:52,West Paul,Andrewchester,14.13,77.34,UberX,3,Cash
678b12c2-67f8-4a38-89b2-5bf7ca2cd254,2025-03-27 00:37:23,Jeremyside,Nelsonville,20.06,80.8,UberBlack,2,Credit Card
d03c7632-be8d-4da0-83f5-2080e1fd42cc,2025-01-21 09:18:41,Staceyton,Conleyhaven,25.01,45.14,UberBlack,2,Cash
61325c04-f18c-47fa-83fb-0d6e92ef1b56,2025-03-10 21:28:15,Lake Micheleview,Lynnton,6.63,66.68,UberX,3,Cash
b564454a-2823-4299-8806-31dfbd7528b6,2025-02-04 13:30:50,Craigland,Mccannchester,27.54,64.23,UberX,4,Cash
7d3bb817-94df-47f2-b641-d61c21af6123,2025-02-16 03:26:14,South Brian,Josehaven,26.02,78.45,UberComfort,1,Credit Card
8651f5bb-e82f-4a8b-ad13-46f04fea66ab,2025-01-28 19:00:30,Collierport,Mistyborough,3.41,17.4,UberX,2,Credit Card
be16d126-337e-4756-afe5-7c051e63967d,2025-03-09 00:06:54,New Kathleenfort,Port Jessicaside,4.31,87.06,UberBlack,1,Credit Card
9d60304f-ed88-421f-b766-ec6ec68a856f,2025-03-13 23:10:04,South Erin,South Brian,21.97,7.44,UberXL,1,Cash
135fd66d-26fb-4529-b2bf-10cf2ef9f566,2025-02-13 19:37:08,South Marisaland,Kennedyshire,2.05,79.4,UberX,2,Credit Card
0a69eff2-d615-4128-a606-31c3d2957bb1,2025-03-11 15:14:53,Amyhaven,South Laurenland,14.87,84.15,UberXL,2,PayPal
2028a298-2ea8-4d5c-ab6f-780467503513,2025-01-29 12:00:29,Reedland,Gutierrezport,16.86,52.62,UberX,3,PayPal
9158f330-4299-48d2-8bbc-265d47c8094b,2025-03-02 10:53:32,New Lisachester,West Alexander,14.24,82.16,UberBlack,4,Cash
12fc33aa-8787-4d00-81f4-0bd8a46a2449,2025-03-05 09:09:54,Bryantmouth,Paulville,14.0,56.8,UberPool,2,Cash
e8fd9d41-6a4c-45ab-b902-8012de3d6963,2025-03-28 03:40:10,Heatherstad,North Rachel,14.52,19.45,UberComfort,4,PayPal
019cbacb-6a7d-4870-93c6-41d347ef6707,2025-01-26 22:18:26,Port Rebeccaview,Port John,24.04,59.74,UberPool,3,PayPal
6bbe70ea-c50e-43c0-93f5-3d3462e244e7,2025-01-18 08:00:34,Ryanfurt,East Vincent,2.69,70.15,UberXL,3,PayPal
5aee2f32-201c-4cd8-b39c-9c8442bcdcfd,2025-02-27 10:20:23,Port Andrewbury,Port Kellyland,16.21,96.74,UberBlack,1,PayPal
027dc568-9a54-42ac-af19-7b07e65670d7,2025-01-15 10:13:14,Bonillachester,Ianville,27.67,25.81,UberPool,2,Cash
1545363c-a6cd-44e4-ad4b-1f6a97ce249f,2025-02-23 18:06:05,Ethanfurt,Millerfort,25.05,81.6,UberBlack,4,PayPal
900eb8cf-25ad-4571-b60e-86a19866b270,2025-04-01 17:31:11,Drakeside,East Andrew,12.81,17.98,UberXL,2,PayPal
d45c0657-650a-4758-a605-36c47e6a829e,2025-02-19 19:02:54,Jennifertown,North Brandon,23.66,73.46,UberComfort,2,Cash
53afee9e-0602-4f57-a60f-7c2981e2d081,2025-02-19 20:19:15,Taylorview,South Meganside,9.3,27.49,UberXL,1,PayPal
474481d1-68d8-49ff-a3d4-bfd8efcf4233,2025-04-01 08:57:25,Montgomeryton,West Jennifer,4.44,48.98,UberPool,1,PayPal
ec22da04-0531-4d12-84c2-bbe806a967f9,2025-01-19 21:12:43,North Kimberlyshire,West Anaton,4.37,48.87,UberXL,2,Cash
30004198-5ff4-4783-86d8-ee5492b15d5d,2025-04-03 12:58:54,Port Kevin,Williammouth,11.21,6.38,UberComfort,4,Credit Card
6eec9233-a1bf-43b7-b671-5784e1a47718,2025-02-11 04:18:06,Kingfort,Hudsonville,18.56,43.42,UberComfort,4,PayPal
f4f3192e-b2c8-4ba9-9feb-ee76daa21252,2025-01-29 07:07:39,Port Nicoleport,Hawkinshaven,16.11,84.01,UberBlack,4,Credit Card
f36bfd40-ba2d-4680-856d-fcd11275b05d,2025-02-05 23:07:09,Castroview,Owensstad,27.19,95.48,UberX,4,Credit Card
b1b524c0-3032-4144-b244-0ba78a0f0bea,2025-01-11 07:09:59,North Robertberg,Port Donnaton,10.6,25.11,UberBlack,4,Cash
f5abfa13-9787-4096-99cf-775ba99ff2f6,2025-03-14 10:45:09,Anneborough,Holmeschester,20.0,50.74,UberComfort,3,PayPal
62b2d915-18f1-485c-ae11-847e6fadfa7a,2025-02-21 13:17:48,Grahambury,West Sethmouth,18.01,31.78,UberBlack,2,Credit Card
082e3161-4eec-4e7c-b958-8fdb73260a99,2025-03-18 10:52:08,Franklinchester,Port Anthony,11.54,87.5,UberXL,3,Cash
55b1c44f-cf1a-4928-98d5-2f93fb4435b0,2025-01-01 21:26:15,South Raymond,Port Toddchester,15.41,17.35,UberPool,1,Cash
85b7bc36-4ad3-4778-b659-096a376de397,2025-02-22 12:05:08,New Maxwell,Mccormickberg,8.68,27.6,UberXL,2,Credit Card
1ce3df71-1234-4d3d-8686-0013cea0f3da,2025-03-12 08:52:14,New Kelly,Bryanmouth,13.12,11.54,UberX,4,Credit Card
59ca61f5-481e-4570-95eb-c5e97ba5b55a,2025-01-16 13:30:12,Robertburgh,Donaldhaven,17.33,26.4,UberXL,3,PayPal
c7a83c06-9a8f-4878-8db8-d7099d314227,2025-02-26 14:58:36,Meghanchester,Patrickton,18.42,28.55,UberPool,4,Credit Card
84c95188-f0c8-43df-b9e0-eb9bdf8eede5,2025-02-23 20:42:11,Port Laura,South Michael,6.68,36.56,UberBlack,4,Cash
fc33e518-6119-4511-a708-5a0ca4480af5,2025-02-13 17:52:41,South Jennifer,West Jamesport,17.28,76.52,UberComfort,2,PayPal
a427244e-fb27-4354-aee8-425ca7b70d7a,2025-01-19 10:01:01,Geraldport,Boyleland,21.37,71.78,UberXL,4,Cash
297a77fa-e361-4681-9865-0e9c3d589310,2025-03-28 14:23:51,South Anthony,East Jennifer,24.08,97.47,UberBlack,1,Credit Card
ee1601fc-44a8-4ce0-93ef-5c423e564b6b,2025-02-11 17:19:02,East Elizabeth,East Stevenburgh,8.4,20.59,UberX,1,Cash
9893cf8e-e44c-4f91-b098-a3847124047f,2025-02-27 18:46:24,Marisafurt,Johnview,10.92,79.8,UberComfort,3,Credit Card
ddcd5114-2830-4403-81fb-9efc00cd478b,2025-02-21 15:22:55,South Lisa,North Paulmouth,10.34,51.18,UberComfort,1,Cash
4c23d7c3-5ce5-4c9d-a190-2066f945bc60,2025-03-19 22:16:08,North Bryan,New Heidiburgh,20.03,79.69,UberComfort,2,PayPal
3600f45f-9864-4d3e-9c43-2c140d84639d,2025-03-26 09:13:35,Carolynmouth,Youngstad,13.7,72.12,UberX,2,PayPal
701d5664-f206-4bbc-9796-e677365b0e8c,2025-03-16 17:02:08,Kevinhaven,Darrylshire,17.69,45.84,UberComfort,1,Credit Card
3c358c02-8eae-467a-9155-9258ee49ac03,2025-01-30 18:51:25,Morenoberg,Johnview,21.43,8.05,UberBlack,1,PayPal
177ec033-6ab1-4680-8116-b3e6d796fee6,2025-02-27 21:32:11,Lake Mary,Port Jessefort,12.77,53.0,UberX,4,PayPal
1904c82a-d2ad-43fb-9f85-3f287d7611b1,2025-01-17 19:48:48,Lake Carl,New Laura,29.86,37.18,UberPool,3,Credit Card
0826a770-5779-4817-ade5-d827377a8a4d,2025-02-06 14:59:31,Port Jacobberg,Copelandfort,12.67,7.03,UberX,1,Credit Card
2d341489-cb42-4465-a0d9-4b995a30e6a6,2025-01-15 02:35:06,South Kimberly,South Donna,26.68,99.14,UberComfort,2,Credit Card
4fd72d35-2054-4dd3-ad99-5e5c7f181dd1,2025-01-03 01:51:14,Carrieland,Rangelview,17.54,58.02,UberPool,1,Credit Card
726474bb-8839-4e7f-81bc-5c5d01ffc1de,2025-02-17 20:53:44,North Jeffery,Rayside,3.56,8.41,UberComfort,3,PayPal
f15ccc3d-a43d-4c83-897b-bcd6a22413ad,2025-03-11 07:22:34,Lake Micheletown,Silvafort,2.89,87.1,UberX,2,Credit Card
545491b8-a99d-49f3-a7d8-eac662c2f0d6,2025-03-17 18:34:09,Nancyland,Turnermouth,5.87,20.21,UberX,2,Cash
1aeb8904-4314-492d-a252-2b3f6bc5c865,2025-03-27 15:29:03,South Marktown,Jennifershire,29.64,37.26,UberComfort,1,PayPal
7768cb9c-f30a-4002-b078-8e4e15d85f36,2025-01-19 14:35:27,North Christystad,West Maria,23.93,39.6,UberBlack,4,Cash
32b7b347-4c45-481c-b716-b42f7ad77bd3,2025-03-09 23:50:25,South Brandyport,East Laurenshire,4.69,86.43,UberComfort,4,PayPal
f8ebf054-d437-47bd-be24-a9e539dcda38,2025-02-26 08:31:32,Ambertown,East Debbieland,21.27,99.78,UberX,3,Credit Card
c25c6e77-026f-4f93-aac2-dd3b05c6a6ff,2025-03-24 11:54:08,Davidbury,Lake Cynthia,17.67,78.31,UberXL,2,PayPal
c4951ee6-5799-4750-b179-f774b7b6223f,2025-02-27 13:14:12,Wheelermouth,Robertville,13.74,61.78,UberXL,1,Cash
29b41bc2-b960-4065-801f-79e0b8d808fe,2025-03-02 22:40:02,Carlsonberg,Port James,28.0,79.44,UberPool,3,Credit Card
faef0d42-e340-4c7a-a1fa-cdaad3901de9,2025-01-14 17:16:59,Markborough,West Carlmouth,28.44,99.11,UberPool,3,Cash
c8e07043-dfef-4379-9e5b-c7f019a0943c,2025-02-16 15:08:43,New Richard,New Kaylachester,7.87,30.77,UberX,1,PayPal
cdb1b669-8ac5-4ec6-a16a-ea7139c8e178,2025-02-26 15:40:16,Port Nicholaston,Lewismouth,20.72,76.82,UberXL,3,PayPal
14f8cd69-da42-4079-87a6-f4cbd7bf466f,2025-03-18 15:16:46,New James,North Dawnton,6.83,80.7,UberPool,4,Credit Card
435dbfc3-d0a4-413e-b06f-4b25a2324678,2025-03-26 13:48:45,Charlesshire,Ericborough,19.84,27.1,UberPool,2,Credit Card
65a59c54-2c32-4c40-86a5-9cf101970bb1,2025-01-30 07:12:12,Christyton,Blairmouth,18.91,71.57,UberPool,4,Credit Card
b478f6d7-3588-4c15-a612-e32ff0f0b4ca,2025-02-25 09:09:35,North Stephanieville,Laurahaven,26.96,29.47,UberX,1,Cash
5c7c5503-5720-4de7-a4b9-91a1184c4887,2025-02-02 23:33:34,Lake Thomasstad,South Leonfort,7.9,16.5,UberPool,4,PayPal
45e02345-cfd8-472e-9c50-d5769357a0c0,2025-03-02 20:24:12,Seanville,North Leah,21.0,70.75,UberXL,4,Credit Card
efd845dd-3277-4a21-bb1b-c5640fd22623,2025-01-02 02:05:25,South Annettehaven,Judyside,27.86,48.76,UberPool,4,Credit Card
fbea5b8c-c7ae-4b58-b5ea-888d21209521,2025-03-03 16:24:17,South Johnny,Port Monicaberg,23.95,55.03,UberX,3,Credit Card
7c985462-7fd8-4acc-8577-2e567d8d78b4,2025-03-31 01:33:15,Robinsonfurt,Jimfort,5.92,83.12,UberBlack,1,Credit Card
8b2be6e1-a78d-4ace-ba87-d9044d8755c3,2025-03-13 21:50:10,Butlerchester,Rodriguezfort,4.43,52.49,UberPool,1,Credit Card
afc7d693-e04c-4019-9e4a-b10199a5d760,2025-02-11 11:04:45,South Joseph,Erinfort,23.54,39.22,UberPool,4,PayPal
42ff5c6d-bb96-4edd-bf57-75d1c7e264b7,2025-02-02 03:53:57,South Richardport,Lake Lisa,1.01,6.84,UberXL,4,Cash
7572386d-b550-4321-b48f-6b5698867612,2025-01-10 20:46:56,Greenburgh,Port Devonland,12.84,17.56,UberPool,1,PayPal
bd869a21-967b-4907-ba94-74c9864f7edc,2025-02-10 06:18:09,Gomezborough,New Steven,5.78,63.56,UberBlack,4,Cash
da174437-e999-4124-9281-977ea701cf40,2025-03-11 08:19:54,Matthewshire,East Sheila,12.35,39.35,UberX,1,Cash
eed1a80a-1bfb-450a-891c-fbad6ba9c76e,2025-02-16 07:24:10,Erinshire,New Barbara,20.51,87.51,UberComfort,3,Cash
b16c662f-904e-47cf-9bf6-9bbe69cafd6e,2025-02-03 10:02:31,Marvinborough,Matthewborough,21.18,48.05,UberPool,4,Credit Card
31c49b1a-675a-47ad-87ea-d53a2a21bc8d,2025-01-03 06:03:52,Tylerview,Lake Bethany,24.42,62.12,UberX,2,Credit Card
801a70fb-7b8c-4d06-b436-a9ac87691afa,2025-02-19 09:26:42,Sharpbury,South Elizabeth,7.42,39.26,UberX,3,Credit Card
f99dcf89-dce5-4f54-8e5b-2c2630b1315c,2025-03-02 06:20:53,East Travisfurt,West Michaelside,1.47,41.77,UberXL,2,Cash
8a64f69a-d9ca-47ea-84d8-ec2e2fec6a3a,2025-02-12 07:45:32,East Joelhaven,New Judyberg,24.11,7.38,UberXL,3,Credit Card
3bb83e20-7302-41df-ae3a-55736e5948b1,2025-02-16 12:59:42,Port Martinchester,Henrybury,9.9,54.68,UberComfort,3,Cash
7b0f44c7-cd10-4be6-ab64-28d278aca34a,2025-03-13 03:41:28,Port Elizabeth,Smithview,25.35,54.01,UberComfort,2,Cash
b434ac06-7998-4a02-a230-ace7352d911c,2025-02-03 08:27:44,West Carlosland,Caseyborough,14.14,47.26,UberXL,3,PayPal
10ef137d-5104-4b0a-8117-f88ab9511703,2025-03-19 18:06:31,Martinstad,North Amandahaven,12.36,31.79,UberComfort,1,Credit Card
56016c34-564c-4a98-a489-e391caa0a859,2025-02-20 14:58:17,New Jonfort,Russellside,19.28,45.62,UberX,2,PayPal
3cf90bd9-7a81-4d53-9a09-11afb5d76597,2025-02-12 14:45:04,Juliechester,Port Seanport,10.99,45.11,UberBlack,2,Credit Card
4856d18b-9ad2-479f-a3b9-7308d7713d9d,2025-01-20 03:36:38,New Shannonborough,East Elizabethview,16.69,9.18,UberPool,2,Cash
d1cfecb2-f91f-487f-bc2c-8ac8ad47e0d7,2025-02-07 07:25:27,Reyesfort,Clarkeberg,18.74,50.45,UberX,1,Cash
d20ca842-d6b9-4fb5-a4e7-9f5bf139b67a,2025-01-24 15:02:27,East Jamieport,Hodgemouth,5.94,70.65,UberX,2,Credit Card
17dcf782-4213-4312-b96c-2a73f0588388,2025-03-17 18:32:41,Alvarezton,Jonesberg,29.52,12.94,UberBlack,4,PayPal
6f3ee8be-afd2-4fcb-9ffb-dd9eeeb0c04c,2025-02-01 18:50:19,New Richardland,Walkerbury,12.01,20.0,UberComfort,3,Credit Card
f5de5b23-4613-4180-a9e4-98519968ded4,2025-01-20 17:26:05,West Lindsaymouth,Elliottchester,14.21,11.06,UberPool,1,PayPal
65e05403-1541-45d2-b418-3ab2284d4bd8,2025-02-10 19:33:29,Carlymouth,Gutierrezfurt,28.77,92.4,UberX,2,PayPal
f2035a63-b61c-4b22-add6-d0ab8ba9b5b7,2025-02-25 22:57:02,West Frank,North Joshuaside,25.82,36.3,UberX,1,Credit Card
24c9a6be-6bc8-4e28-87fd-212c14f9f541,2025-02-18 02:37:12,New Saramouth,Lake Mark,26.39,80.8,UberXL,2,Credit Card
790bb390-2b4b-4e86-a538-e08ba349efec,2025-01-07 10:57:37,Melaniechester,Claytonside,20.23,19.44,UberPool,1,Credit Card
8cf7a43f-e5ab-4606-b5f1-3b05645c045b,2025-03-07 19:00:35,Ethanville,Dickersonfurt,20.82,69.25,UberComfort,4,Credit Card
7dd542fb-6172-49df-b73d-eef2d4950415,2025-03-12 07:14:05,Lake Mark,North Laurieton,1.0,7.99,UberPool,3,PayPal
92e0fe66-5a81-42b0-8f78-356ef9757bf5,2025-02-11 17:36:36,North Ray,West Elizabethburgh,1.25,51.15,UberX,2,PayPal
6e9f9772-176a-479b-b97a-548e9487a4fa,2025-03-02 00:02:13,South Lauren,Kirkview,17.28,86.18,UberComfort,2,PayPal
1fbe1bfc-5a03-4314-9437-b6e62b555a75,2025-02-11 23:54:07,Jamietown,East Davidtown,23.22,15.0,UberX,2,PayPal
fb938074-ed7e-475b-b2e4-0f0ac292d29c,2025-01-31 10:44:22,Lucasborough,New Christiestad,16.38,11.34,UberXL,1,Credit Card
d1ecfd79-811f-4643-bdcf-4cd5f89c512e,2025-02-25 19:03:26,Hendersonstad,Pedrofurt,7.59,20.61,UberPool,3,Credit Card
0107883d-5fb8-4698-b1f7-b8614d75dde7,2025-01-20 19:31:41,Richardsonburgh,Lake Diana,1.76,78.11,UberX,4,Cash
a6bfa2e0-0317-45a3-8685-54056a472382,2025-01-20 04:18:44,New Jeff,Maryfort,11.75,95.12,UberComfort,2,Cash
338d38b0-2329-42e5-b043-f26e078fe4d5,2025-03-26 13:22:15,North Lauren,Timothyland,9.85,76.81,UberComfort,2,PayPal
9aece9f6-c586-40ed-8cd4-85e9188171f2,2025-01-18 11:21:00,Thomasport,Port Ashleyborough,23.29,78.3,UberXL,2,PayPal
48e05122-f00c-4b3c-b426-353eb4312c64,2025-01-19 09:16:42,West Bill,Lake Ashley,25.85,35.36,UberPool,1,Credit Card
2f6a45b5-16b0-437b-8007-4ccd0898be79,2025-03-18 16:21:43,South Chelsea,North Jodishire,2.26,9.47,UberBlack,3,Cash
1db8cbce-4b21-4791-869b-80bad50f5ecd,2025-01-24 07:18:01,Port Kristinachester,Lake Cassandraview,29.45,39.72,UberX,4,Cash
918555aa-b756-48b2-bea9-85b94834f8c0,2025-03-20 19:11:27,Lake Maryport,Lucasfurt,19.25,61.55,UberX,4,Credit Card
f6cbe58d-2b23-417e-9faa-9c9a288914fa,2025-03-07 02:00:29,South Amandafurt,Lake Joshua,8.51,47.17,UberBlack,1,Credit Card
d5f51b8f-8eee-4119-97c6-8e7b53787da6,2025-02-08 18:20:05,South Keithville,Greenside,13.93,72.02,UberXL,4,Credit Card
6fdc8af6-3d0d-4ee4-ab95-f17cef6498d0,2025-03-23 08:40:52,Blackborough,Parksfort,27.74,80.91,UberBlack,1,Cash
c6b9e70f-3d13-471e-8781-2d27bacd6d79,2025-01-28 09:24:48,Woodtown,New Kyle,26.55,32.78,UberPool,4,Cash
